index,split,class,label,file,relative_path,image_sha256
367,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182244.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182244.jpg.jpg,ae1b64e3e588b315c428304ed971fa2043c08ece6ee7a1edc40c27942cc78b40
368,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182246.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182246.jpg.jpg,555122e1bf01854dd257ae1a34d453ae37fc1599a82021b02ac9be4cd45beb40
369,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182248.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182248.jpg.jpg,5c1e787c6df19207767733f9ab4b9eb91949a785c0462ee35ceed7404be2fb85
370,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182321.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182321.jpg.jpg,9cfc36d2359ff6675a821595c5e927747373e9315213dc99100dc1985ca0e9da
371,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182323.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182323.jpg.jpg,f930009fb017a82c306ac18ac0c9a17d550b6ed151657bdc3fe6acf2a7b27dde
372,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182326.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182326.jpg.jpg,f6443406094db6683046744559641f2187193fbf7bdbf890622dbd74ca4da797
373,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182327.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182327.jpg.jpg,097d79606b55c6c9d5d807bab42573b778b75ac04d26d12b0b9fc2685d20ad73
374,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182347.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182347.jpg.jpg,0e2c8af33f6d56afb2c8aff359df5c456d972e63f32c7c5dcc9f033ed31a4e06
375,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182349.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182349.jpg.jpg,0a4e0fa6e80759613e930933facbf5d777a174946461db4a8d117874c7b1af45
376,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182352.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182352.jpg.jpg,65945cbca61936702964e2691d263f0e33105e75e91c871bc6ba022f1a8aed4c
377,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182426.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182426.jpg.jpg,7fc97ffb09fc550da42b2be7b9801e22807c87d0b1d4c83dce331d033af93ffc
378,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182428.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182428.jpg.jpg,d377ff797cb0fb01dfe0060742b6f0bf2efa65e56754ed5aec43c657e0129efb
379,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182429.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182429.jpg.jpg,49facd1676463856fdc62887d88ffc249704e3e4be9c5ab1faa51ce65a6e8c61
380,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182434.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182434.jpg.jpg,50a7bcdc016bc5ec64009e871c10169f8c1dacb8e53576d23d026b9611d58b73
381,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182541.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182541.jpg.jpg,e9609fd9d348f775637833d3d706b26bcf203bdcdc74c476becf00d2a417df37
382,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182544.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182544.jpg.jpg,44e567ba413bbccf85cde036607c7eedc79b77d158fdf30542d700fb7765bed8
383,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182546.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182546.jpg.jpg,7379326940b9c98292bee81a6765dd149571e61772e7bf316ea767843bb17224
384,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182611.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182611.jpg.jpg,976737904d50b01670b83b58527fd43b62364fe3eea47ee021e64ddcde73c1d4
385,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182612.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182612.jpg.jpg,977050a3dd78d519998a4ee4efb48f5e595e875e41ed0005d91a4e5836c12c01
386,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182613.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182613.jpg.jpg,52a5dd9f56446765f3d9ddc919f2b3f5d79c3bc935c6163ab355a58b25a14b00
387,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182614.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182614.jpg.jpg,1b0c22955a591f26fd6ea5dd0bd519bebfc98ad959d72da3be7e2e16face3d33
388,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182621.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182621.jpg.jpg,21d6e681d37b786410d7481e91c53a57a617415dacb6cc8bac97168f20588291
389,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182622.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182622.jpg.jpg,d55ccfa5e912b0e36b41aa32f68d56744e469ac46e0d75686d5aadf3ee587c76
390,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182625.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182625.jpg.jpg,93eed2c89d44f4b0bf39773ccf66c91dc0f09b82b3dbfd81e040de86a95ac139
391,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182633.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182633.jpg.jpg,5a32b764a978e36aa9d8cb6aac0a62f86f44c42d2bbd85565073976313576e80
392,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182636.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182636.jpg.jpg,5def89b3a3a13f2117fb704dca7322d09b58fa0e977551c6e1bc45dc11495e59
393,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182637.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182637.jpg.jpg,3d821d94ff4ac879372f558e8eac2d457fe0d93e15508b2926823e195816e082
394,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182649.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182649.jpg.jpg,b6568d4f385cedacce7635d2e0c131d8e1eda75479ca445a281a10a51b5e2d50
395,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182651.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182651.jpg.jpg,d17b253e85c569b603be445dfd8e06b7929ad52166acdc3ae0059dc6b0e2646d
396,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182653.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182653.jpg.jpg,5f5e2b9fbfa10b2abde5bff8338a110a4e824904f03d1c3b9623cd29ceb01886
397,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182655.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182655.jpg.jpg,411d2a2936672627a01dc4f7a84f07025d595cb99d834ae5ae670f787a2aafce
398,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182656.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182656.jpg.jpg,53cd45c452d29d0e8799ac8e81e15f42acd3bc0ca7b4218f8e7fadbcfa589875
399,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182711.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182711.jpg.jpg,f7291ea51c046cd55fcb17a81b1c3ddeca6f75a5e91f8dde4f1ddf72f003b619
400,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182716.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182716.jpg.jpg,f1a4ddd16eb2434d19f6f5aca34fe4c1aa8cc0ad408acd6f4ad4dc0a867a9021
401,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182717.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182717.jpg.jpg,7162174b53770c4d1c035b99bed82c703d6ea0f00b46ba0b1a849957b1e2bb78
402,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182719.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182719.jpg.jpg,16c9e4539b4e092d9a8757a41e43c25a3f8e1433b82a5794a755f29d91ab6ee7
403,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182720.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182720.jpg.jpg,7eba85ff9d0012ef8db6e69dad4fefe9547246dcd6e3254a7cd29ff35c3e6929
404,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182802.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182802.jpg.jpg,2a89f9dd39f89ef74c3f23c924c3fe1981f6223f94bb09d28b0cd870248243f9
405,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182803.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182803.jpg.jpg,ccdbcec7f5b8df64f71855d171acf6f76687fe199f1f4cb4b7b95f9edc29cfbf
406,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182805.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182805.jpg.jpg,725cb657278410946b19c0fe337747e11898e4b2df39bccda4d6a07f99234c06
407,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182811.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182811.jpg.jpg,f2fb7ede8413aa888864d62967fa42a59f6cc36f0a57e8b9ed5930ac30651520
408,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182813.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182813.jpg.jpg,f38826ecafeca3ed3140aaab66f0f8254cba709744c1787fe2a202be34847c5f
409,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182814.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182814.jpg.jpg,d0e0cfc17ac8e74948752a646bb03b002d1c4c96a1bc74a7f89a6da5222b4e69
410,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182816.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182816.jpg.jpg,792b795b8cf3256507bf37298cab1cb1969ef89681665fcba566540a2dcf75d8
411,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182826.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182826.jpg.jpg,91dc6964ca4b8d457ff7b7f2297e4a0aaf1776a808f9ba3b4963102f32e0085e
412,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182829.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182829.jpg.jpg,a0769c03a6a2569270776215799a2b0b4b07108818ca306cd9c88069cd983eaf
413,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182835.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182835.jpg.jpg,2bcea15e1ad6d5d4f8c56369887b1522e31121f592030914a9542f208932478e
414,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182848.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182848.jpg.jpg,c32ab58d85f17783c853628cf48f845e7243597030b90453f33c5b82652447e0
415,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182850.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182850.jpg.jpg,95d9b3e32738ac16020509d15d7d1270fd32b46d0599f986ff21fa5ac39f1d68
416,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182851.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182851.jpg.jpg,690141833f9cb6a8b82304005c818f79929cc56af23ea2c374e3a871b2508112
417,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182853.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182853.jpg.jpg,f72ae3056e2bdc50dbe5b8b7b4dec011c060f7758038232751fbed63727b05a1
418,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182856.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182856.jpg.jpg,a33ecfa76404daa43316213b37d352546baeeacd00028857832cdb32f09b9c2d
419,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182914.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182914.jpg.jpg,4fdf3365d059d32e5af38a6ba20493e510f89a781046d154f3901a5d9f52431c
420,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182916.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182916.jpg.jpg,f5e588ca9423f8fccb51cb0fc6e21e75bd46e0231c45c56f6b9cef61996b5d86
421,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182918.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182918.jpg.jpg,1ff802a231468a925065bcf902b336fd34a0f4e8b32e7cc2fee970fc26562581
422,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182919.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182919.jpg.jpg,534ae84fe5d72bafbe4baa47e323f99b87241edcfbff1ad5b782cf20588c7378
423,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182922.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182922.jpg.jpg,98504f33c93b86cb0ff070e57fe98640e76ca12071ab9f837fdfd1a974a89b96
424,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182930.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182930.jpg.jpg,42d979538f762d3298df09218021df49bcb6dfa2a1c842f0152bfc8f759b4cf1
425,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182932.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182932.jpg.jpg,76b44ba3a669839e88ab1ecfccee50bf7a5c181f616700a7d67623abf58d6f39
426,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182934.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182934.jpg.jpg,45c7bd15b0f7e4b1353d359513f6b0b705de2afe21f229226895db9c0ceefa89
427,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182935.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182935.jpg.jpg,12ab44e47a0b098f5042866ba0d022f84f3f93e2153ddc4edf2fd6c52d6e6cf2
428,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183404.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183404.jpg.jpg,2663ba3c8bd8da6722401051cc6f6c8303dab015183ebf06f9bd90f349ac47fe
429,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183405.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183405.jpg.jpg,f7ab3b5c663a77d2c8ab11c11f8b2b35aac71544febee03c567e71f3f722a31c
430,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183408.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183408.jpg.jpg,71a1604fe870383bf2c32069e4b137d11552fbd84ff34f53c87e7afc9634f407
431,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183410.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183410.jpg.jpg,b5e4d41b28da69eba7679242cde55fb55e2bae7603bf361e9d0caf2f879245e2
432,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183421.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183421.jpg.jpg,b24f7b2c7e220836bb4d8423439c3fd988daf36cdbc248979ac85a7e38c8a72d
433,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183424.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183424.jpg.jpg,d9b66f595b644bfd80688bb115e00fa9b66c6b5b6be3fd8fec1b1d895ff35ffd
434,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183448.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183448.jpg.jpg,21cee53cffde10b34e6ab7ebf92dc795b050163f98119f3d498aabe235debe86
435,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183449.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183449.jpg.jpg,cdbe72ae6f598531288b30138159793d7dbdfef71fe4aecb6ab330e6a65c4fe7
436,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183451.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183451.jpg.jpg,e1cd379fa29954262135e832cef597057c4c4ebf0afef7518fca4462d470a0da
437,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183452.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183452.jpg.jpg,144dcd8bf9d27e08bea8edee8bf7e9d4e54cdae69ea38cd273225c2eb4899ab8
438,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183513.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183513.jpg.jpg,9c838ecc927d7f11488edfd7b1ac449cb65aeed46b411d5dca303ae94495e72f
439,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183514.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183514.jpg.jpg,67ef463dd8e61d736166a746aa5ff5e33309446221c6d2e44977d9e914a0fa59
440,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183517.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183517.jpg.jpg,c27cc29bcc08b13c84273d8f65aea86b191811548c6fe1c495be05240a7da53c
441,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183519.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183519.jpg.jpg,6c883cc08e33977709a0b7363951fbb11687839aa1d4e1757868d2fb671f44ac
442,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183538.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183538.jpg.jpg,7ff7e52392b1cc4d610cc415e023164b71b96f2045df14560093e1f1cc1e7b9a
443,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183541.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183541.jpg.jpg,7c8bdefcae0b72f242b6a0964e26383407b9bc420b4c4c2fe84c987ed9dd829b
444,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183542.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183542.jpg.jpg,5899fd753be34173c6bb8948246983a20ac2d14547bd3305e200ad28e4805508
445,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183544.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183544.jpg.jpg,3f6f5cdc36f78906baab76c2e24ff89b2c5eb5ae788dd629fe299dee9531a827
446,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183546.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183546.jpg.jpg,d3443617fd357caa53f4f8fe783d09a283ee2dbe2110089d9cdd540c897ad734
447,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183610.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183610.jpg.jpg,62cbfa59452a3d0366645c768009a61b66ced557bff8a94fcbfb3308a4cd22c6
448,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183612.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183612.jpg.jpg,fead995e019034e91f7835acccfb82922e93f8d5e7d4949a33001f87321917bb
449,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183614.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183614.jpg.jpg,8b45079cee8430c192cb16c626af6d69bb89b23f6f24f38445e157d6bdfc392f
450,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183616.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183616.jpg.jpg,258e4e060dcc7c7c92c8e7db55011063a7cb2840a312c75ac5e1e04bfbcc59b2
451,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183634.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183634.jpg.jpg,e36aa8cdf0848897f7be0a6a8fc533a7ac8e03d8f10b843aa847cb8145801a2e
452,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183635.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183635.jpg.jpg,04924daf03e63e145a2411b77dd57461e90d18b88fa64e200b35dd476d267c42
453,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183637.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183637.jpg.jpg,73065c82184adadbc04204133f634454e8ab9440f20a6dc931f015b6c092d44c
454,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183638.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183638.jpg.jpg,e7356b170ccbd16a667100db5448581cc1f0b9489f3b3f5a7ad04c79736e08fc
455,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183640.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183640.jpg.jpg,5531a8066fad4e0e1bb505869a8d4ef8c783b2c45bd6044f034594bb8f56111d
456,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183649.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183649.jpg.jpg,4486ec6a13c3a6d472ffa3bbb77fb1081939d32c43580ea547e3505d15336267
457,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183650.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183650.jpg.jpg,daf98111e722d38d469f474145f7bbde4dd424ee8cd36b08f240578f954d83cb
458,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183651.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183651.jpg.jpg,bf580db7f275c11d217ab6817ffbf7508ed0de30cfdba7e465ef12b405d05329
459,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183652.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183652.jpg.jpg,f775c574a85440f3a0012f46c2fb053db29f5b1477c47711638b801cebc4845f
460,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183654.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183654.jpg.jpg,5879fc514e69e3f89bf057db7ead5d8dc4b2be05b786d8062a2bb0a039000316
461,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183714.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183714.jpg.jpg,2c12407ba6786896b90c806ead4aaef1ed6d3c53c52abcf47217059f57b935c4
462,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183716.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183716.jpg.jpg,9dd57bfc656025d7f70305c95273dab49b4950982391e7e844c4b4a134936eab
463,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183717.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183717.jpg.jpg,742886a1c60c272e5981f28f7def5a952ad032f8ff449f6603e945234794bb52
464,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183719.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183719.jpg.jpg,18b27b66749494dd9016d10201fa0e5f26d1ca98050125c86eb28eb7810b262d
465,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183732.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183732.jpg.jpg,a09d1f3637a8ede3f05a4a90e3a24270a7d79ff6b89b4de2579f162b2e06c903
466,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183733.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183733.jpg.jpg,661e134a9b9d3efd4cd1cdd4fbafa129724a9e544ceb1c23ca68eecfdbdc5a68
467,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183734.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183734.jpg.jpg,1c4afe15302e5595dfff13c4f2a495d80af888ac148a35da072ee04b5b1906b8
468,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183735.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183735.jpg.jpg,18109eacc4e91275281d2ac627cfdc02ad8f0ed689a4fd05b60bc3b490e84867
469,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183737.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183737.jpg.jpg,ec8ed79f38e47fa1980d5468fb534adcc6e21c5ac284cf6de8283ab714c8418b
470,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183738.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183738.jpg.jpg,93d5785de9e715fcab0fa97a164f68385371869c42b9e06d15b33c7b79981954
471,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183842.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183842.jpg.jpg,c4bb415ce89bbab26b83aa0887991457cdd4a933338f6c0883ea6a57a288acc4
472,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183844.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183844.jpg.jpg,643e55e64d7ddb1875c11fbfe396e572d5142e8e39a854d988c65480e639ad1b
473,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183846.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183846.jpg.jpg,fc2551fa07c5ff3867a7c1fb4b86151272f96cc9d44aa23a73fc98811c524fe8
474,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183848.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183848.jpg.jpg,7efb13fae81506ac0a89aad2101a5420f4ea098a993a41e4f9f7a12acccb7e8e
475,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183855.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183855.jpg.jpg,8386219ec03b5453081c27632f5a1957e74a3e3d4e6e81bc3b76e3b3369fc027
476,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183858.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183858.jpg.jpg,5e796638cf3bbe071f08c58803834655a06d59ae4d327f3f4211d8d55ca1c595
477,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_183859.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_183859.jpg.jpg,2c7cdaa7d9dc8161a709dcfbb8eba0d3414e0abc1509b70365bea54f8707f753
478,universe,Healthy Leaf,0,Healthy Leaf_IMG_20241104_184033.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_184033.jpg.jpg,e290265023f334dfee3eb1bcbe430296035b7665df53c62da3b417b77a06d836
